TransactionID,Date,Amount,Type,Description,Category
1060,2025-05-17,4251.76,credit,Movie Ticket,ENTERTAINMENT
1061,2024-10-30,3290.72,debit,Fuel Station,TRAVEL
1062,2025-04-14,4600.21,debit,Uber Ride,TRAVEL
1063,2025-07-13,3413.58,credit,Starbucks Coffee,FOOD
1064,2023-12-26,4659.24,credit,Bank Transfer,TRANSFER
1065,2025-01-24,3662.21,credit,Gaming Purchase,ENTERTAINMENT
1066,2024-01-14,1613.54,credit,McDonalds,FOOD
1067,2025-02-13,1811.91,credit,Train Ticket,TRAVEL
1068,2025-05-30,3472.66,credit,Doctor Consultation,MEDICAL
1069,2024-10-27,944.89,transfer,Doctor Consultation,MEDICAL
1070,2024-09-24,3703.4,transfer,Pharmacy Purchase,MEDICAL
1071,2025-07-21,435.61,debit,Crypto Buy,INVESTMENT
1072,2025-10-07,2078.01,credit,Pharmacy Purchase,MEDICAL
1073,2025-05-09,2853.33,credit,Dominos Pizza,FOOD
1074,2024-10-10,2731.83,transfer,Flipkart Order,SHOPPING
1075,2024-02-09,2793.18,credit,Starbucks Coffee,FOOD
1076,2024-04-14,1156.32,debit,Movie Ticket,ENTERTAINMENT
1077,2025-06-29,3060.53,credit,Uber Ride,TRAVEL
1078,2024-03-08,4160.09,transfer,Flight Booking,TRAVEL
1079,2024-12-14,955.39,credit,Gaming Purchase,ENTERTAINMENT
1080,2025-09-14,4901.54,credit,Gaming Purchase,ENTERTAINMENT
1081,2025-08-27,3091.43,credit,Fuel Station,TRAVEL
1082,2025-06-19,3142.21,credit,Starbucks Coffee,FOOD
1083,2023-12-09,4123.8,transfer,Amazon Purchase,SHOPPING
1084,2023-12-15,485.58,credit,Restaurant Bill,FOOD
1085,2025-01-09,1027.66,credit,Monthly Salary Credit,SALARY
1086,2023-12-03,2414.46,credit,UPI Transfer,TRANSFER
1087,2025-04-10,4677.87,credit,Bank Transfer,TRANSFER
1088,2024-07-30,3728.02,debit,Amazon Purchase,SHOPPING
1089,2024-12-06,4795.92,transfer,Dominos Pizza,FOOD
1090,2023-12-07,3370.99,transfer,Train Ticket,TRAVEL
1091,2024-11-28,930.46,transfer,Pharmacy Purchase,MEDICAL
1092,2024-03-17,3862.62,credit,Dominos Pizza,FOOD
1093,2024-05-03,1895.78,debit,Starbucks Coffee,FOOD
1094,2025-08-14,4679.87,transfer,McDonalds,FOOD
1095,2024-05-04,235.66,credit,Mutual Fund SIP,INVESTMENT
1096,2025-02-06,2150.4,credit,Gaming Purchase,ENTERTAINMENT
1097,2024-07-25,2266.96,transfer,Pharmacy Purchase,MEDICAL
1098,2025-08-27,3880.49,credit,Lifestyle Store,SHOPPING
1099,2024-04-09,2988.44,transfer,Amazon Purchase,SHOPPING
1100,2025-04-09,391.07,transfer,Stock Purchase,INVESTMENT
1101,2023-12-03,988.35,credit,Monthly Salary Credit,SALARY
1102,2024-11-30,3321.35,debit,Mutual Fund SIP,INVESTMENT
1103,2024-01-12,3761.35,credit,Monthly Salary Credit,SALARY
1104,2024-03-29,2850.59,debit,Bank Transfer,TRANSFER
1105,2024-01-24,2339.72,transfer,Myntra Clothing,SHOPPING
1106,2024-12-18,4749.71,transfer,Movie Ticket,ENTERTAINMENT
1107,2024-01-16,987.18,credit,Mobile Recharge,BILLS
1108,2024-08-11,2754.37,transfer,Monthly Salary Credit,SALARY
1109,2024-02-05,4836.37,credit,Wallet Transfer,TRANSFER
1110,2025-05-31,2287.53,transfer,Monthly Salary Credit,SALARY
1111,2024-12-01,955.39,credit,Monthly Salary Credit,SALARY
1112,2025-05-10,670.08,debit,Crypto Buy,INVESTMENT
1113,2025-06-04,1971.2,debit,Bank Transfer,TRANSFER
1114,2025-01-05,1849.34,credit,UPI Transfer,TRANSFER
1115,2025-10-22,1046.81,credit,Mobile Recharge,BILLS
1116,2023-12-28,4178.68,credit,Bank Transfer,TRANSFER
1117,2025-04-19,4694.61,credit,Flight Booking,TRAVEL
1118,2025-02-03,1004.23,debit,Lifestyle Store,SHOPPING
1119,2024-10-17,4193.43,debit,Restaurant Bill,FOOD
1120,2025-04-30,3070.52,debit,Gaming Purchase,ENTERTAINMENT
1121,2024-07-17,4245.72,credit,Bonus Credit,SALARY
1122,2025-07-04,1254.85,transfer,Movie Ticket,ENTERTAINMENT
1123,2024-03-18,4676.67,transfer,Netflix Subscription,ENTERTAINMENT
1124,2024-11-06,2217.11,transfer,Water Bill,BILLS
1125,2025-05-04,463.3,credit,Amazon Purchase,SHOPPING
1126,2025-04-17,3463.51,debit,Water Bill,BILLS
1127,2024-02-05,2141.81,transfer,Mobile Recharge,BILLS
1128,2024-07-16,3173.43,transfer,Pharmacy Purchase,MEDICAL
1129,2024-03-28,3683.81,transfer,Crypto Buy,INVESTMENT
1130,2025-08-17,4269.32,credit,Lifestyle Store,SHOPPING
1131,2024-09-29,1585.42,transfer,McDonalds,FOOD
1132,2024-05-06,4072.71,credit,Lifestyle Store,SHOPPING
1133,2025-01-14,4593.0,credit,Crypto Buy,INVESTMENT
1134,2024-08-25,4594.99,credit,Uber Ride,TRAVEL
1135,2024-10-01,3197.01,debit,Electricity Bill,BILLS
1136,2025-09-25,496.55,transfer,Lifestyle Store,SHOPPING
1137,2025-03-28,3093.23,debit,Restaurant Bill,FOOD
1138,2025-09-22,748.98,debit,Monthly Salary Credit,SALARY
1139,2024-01-11,1433.99,debit,Pharmacy Purchase,MEDICAL
1140,2025-07-11,395.1,debit,Movie Ticket,ENTERTAINMENT
1141,2025-05-29,3917.31,debit,Netflix Subscription,ENTERTAINMENT
1142,2025-03-27,4760.0,debit,Bonus Credit,SALARY
1143,2024-10-11,2834.12,credit,Restaurant Bill,FOOD
1144,2024-10-02,880.92,transfer,UPI Transfer,TRANSFER
1145,2024-02-19,2299.27,transfer,Doctor Consultation,MEDICAL
1146,2024-02-09,1389.23,debit,Water Bill,BILLS
1147,2025-08-18,3411.69,transfer,Amazon Purchase,SHOPPING
1148,2024-04-22,640.43,debit,Amazon Purchase,SHOPPING
1149,2025-06-04,1134.87,credit,Pharmacy Purchase,MEDICAL
1150,2025-04-08,3852.84,credit,Bank Transfer,TRANSFER
1151,2025-10-26,3295.03,transfer,Movie Ticket,ENTERTAINMENT
1152,2025-04-16,1943.54,debit,Flight Booking,TRAVEL
1153,2024-07-19,4981.13,transfer,Bank Transfer,TRANSFER
1154,2024-05-29,4299.57,credit,Bonus Credit,SALARY
1155,2024-01-27,2474.21,debit,Wallet Transfer,TRANSFER
1156,2025-09-14,1035.7,credit,Flipkart Order,SHOPPING
1157,2025-03-20,102.52,transfer,Mutual Fund SIP,INVESTMENT
1158,2024-04-09,999.91,debit,Flight Booking,TRAVEL
1159,2025-03-27,2489.53,debit,Monthly Salary Credit,SALARY
1160,2024-08-02,136.75,transfer,Gaming Purchase,ENTERTAINMENT
1161,2025-02-20,643.73,transfer,Wallet Transfer,TRANSFER
1162,2024-01-25,324.52,credit,Myntra Clothing,SHOPPING
1163,2024-03-05,2166.98,debit,Mobile Recharge,BILLS
1164,2024-07-04,1061.42,transfer,Movie Ticket,ENTERTAINMENT
1165,2024-06-26,4892.81,debit,Gaming Purchase,ENTERTAINMENT
1166,2024-11-12,1335.35,credit,Movie Ticket,ENTERTAINMENT
1167,2024-08-28,3650.62,credit,Train Ticket,TRAVEL
1168,2024-11-07,1294.89,transfer,Doctor Consultation,MEDICAL
1169,2024-05-08,1791.16,transfer,Pharmacy Purchase,MEDICAL
1170,2025-08-27,1544.74,debit,Electricity Bill,BILLS
1171,2025-10-15,3017.48,transfer,Stock Purchase,INVESTMENT
1172,2024-07-12,4071.18,debit,Water Bill,BILLS
1173,2024-08-22,1519.29,debit,Water Bill,BILLS
1174,2025-05-20,4799.08,credit,Bonus Credit,SALARY
1175,2025-10-09,4729.36,credit,Gaming Purchase,ENTERTAINMENT
1176,2024-01-07,4795.15,transfer,Monthly Salary Credit,SALARY
1177,2024-02-27,2478.51,credit,Doctor Consultation,MEDICAL
1178,2025-02-09,3125.83,credit,Uber Ride,TRAVEL
1179,2025-05-03,4346.0,credit,Flight Booking,TRAVEL
1180,2025-04-08,3318.03,credit,Stock Purchase,INVESTMENT
1181,2024-06-06,3903.36,debit,Movie Ticket,ENTERTAINMENT
1182,2024-08-17,4061.51,credit,Flipkart Order,SHOPPING
1183,2024-08-07,4522.43,transfer,Doctor Consultation,MEDICAL
1184,2024-02-17,4280.65,credit,Bank Transfer,TRANSFER
1185,2024-08-05,4793.78,credit,Bank Transfer,TRANSFER
1186,2024-02-29,864.4,credit,Water Bill,BILLS
1187,2025-04-24,1610.77,transfer,Netflix Subscription,ENTERTAINMENT
1188,2025-09-03,2329.23,debit,UPI Transfer,TRANSFER
1189,2024-05-01,1791.25,transfer,Stock Purchase,INVESTMENT
1190,2024-09-21,677.07,transfer,Mutual Fund SIP,INVESTMENT
1191,2025-03-28,1798.78,transfer,Monthly Salary Credit,SALARY
1192,2025-08-06,2087.11,credit,Flight Booking,TRAVEL
1193,2024-01-19,2978.61,debit,Monthly Salary Credit,SALARY
1194,2023-11-21,3128.85,credit,Amazon Purchase,SHOPPING
1195,2025-09-22,355.38,transfer,UPI Transfer,TRANSFER
1196,2025-07-19,4887.87,credit,Fuel Station,TRAVEL
1197,2025-05-04,1640.51,transfer,Movie Ticket,ENTERTAINMENT
1198,2024-02-09,4072.56,debit,Monthly Salary Credit,SALARY
1199,2024-01-28,3134.19,debit,Flight Booking,TRAVEL
1200,2023-12-08,2867.7,debit,Water Bill,BILLS
1201,2025-05-03,1654.98,credit,Myntra Clothing,SHOPPING
1202,2024-07-09,2865.85,debit,Amazon Purchase,SHOPPING
1203,2024-02-13,4224.91,credit,Netflix Subscription,ENTERTAINMENT
1204,2023-12-29,52.07,debit,Flipkart Order,SHOPPING
1205,2025-08-13,1562.27,debit,Netflix Subscription,ENTERTAINMENT
1206,2025-03-24,4470.55,credit,Dominos Pizza,FOOD
1207,2024-10-13,3136.11,debit,Mobile Recharge,BILLS
1208,2023-11-27,1769.45,transfer,Monthly Salary Credit,SALARY
1209,2024-05-16,2955.65,credit,Water Bill,BILLS
1210,2024-05-08,2181.5,debit,Gaming Purchase,ENTERTAINMENT
1211,2024-01-31,1429.06,credit,Doctor Consultation,MEDICAL
1212,2025-09-11,1107.99,credit,Monthly Salary Credit,SALARY
1213,2025-07-02,2000.11,transfer,Medical Test,MEDICAL
1214,2025-05-10,2197.01,transfer,Dominos Pizza,FOOD
1215,2025-10-15,335.89,debit,Dominos Pizza,FOOD
1216,2024-06-22,4417.52,debit,Water Bill,BILLS
1217,2025-07-31,4794.91,debit,Mutual Fund SIP,INVESTMENT
1218,2025-08-24,1999.1,credit,Bonus Credit,SALARY
1219,2024-10-26,1414.36,credit,Flipkart Order,SHOPPING
1220,2024-11-03,3015.74,transfer,Bank Transfer,TRANSFER
1221,2024-01-29,1281.36,credit,Mobile Recharge,BILLS
1222,2025-09-15,709.75,transfer,Lifestyle Store,SHOPPING
1223,2024-12-25,4779.79,debit,Electricity Bill,BILLS
1224,2025-01-02,3366.94,debit,Flight Booking,TRAVEL
1225,2025-03-28,3230.31,credit,Wallet Transfer,TRANSFER
1226,2024-04-28,4775.09,credit,Internet Bill,BILLS
1227,2024-09-12,4306.36,debit,Internet Bill,BILLS
1228,2024-07-24,2083.35,debit,UPI Transfer,TRANSFER
1229,2024-02-29,667.83,transfer,Electricity Bill,BILLS
1230,2025-03-10,2416.41,debit,Restaurant Bill,FOOD
1231,2024-02-24,4542.54,debit,Electricity Bill,BILLS
1232,2024-09-10,4374.19,debit,Bonus Credit,SALARY
1233,2024-08-20,4620.39,debit,UPI Transfer,TRANSFER
1234,2024-07-24,978.6,credit,Electricity Bill,BILLS
1235,2025-07-31,2135.54,transfer,Doctor Consultation,MEDICAL
1236,2025-07-07,2806.06,transfer,Amazon Purchase,SHOPPING
1237,2025-08-17,821.67,credit,Movie Ticket,ENTERTAINMENT
1238,2025-01-24,2760.36,debit,Medical Test,MEDICAL
1239,2024-08-26,1446.42,credit,McDonalds,FOOD
1240,2024-08-27,2993.54,transfer,Doctor Consultation,MEDICAL
1241,2025-05-24,3687.39,transfer,Myntra Clothing,SHOPPING
1242,2024-08-02,652.03,debit,Myntra Clothing,SHOPPING
1243,2024-11-18,4110.93,transfer,Starbucks Coffee,FOOD
1244,2025-03-19,3382.25,credit,Netflix Subscription,ENTERTAINMENT
1245,2025-02-05,1678.73,transfer,Train Ticket,TRAVEL
1246,2024-05-19,3081.4,debit,Gaming Purchase,ENTERTAINMENT
1247,2025-07-09,489.5,credit,Internet Bill,BILLS
1248,2024-07-12,291.0,debit,Bonus Credit,SALARY
1249,2025-08-26,483.76,transfer,Water Bill,BILLS
1250,2025-01-09,4004.38,debit,Mobile Recharge,BILLS
1251,2024-02-20,3191.48,credit,Medical Test,MEDICAL
1252,2025-04-06,1646.11,transfer,Medical Test,MEDICAL
1253,2024-03-22,4286.26,debit,McDonalds,FOOD
1254,2024-07-21,2356.54,credit,Bonus Credit,SALARY
1255,2024-09-02,4395.83,debit,Medical Test,MEDICAL
1256,2025-05-08,3465.1,transfer,Gaming Purchase,ENTERTAINMENT
1257,2025-07-12,3470.35,debit,UPI Transfer,TRANSFER
1258,2024-09-20,4875.35,debit,Water Bill,BILLS
1259,2024-10-26,1081.55,debit,Internet Bill,BILLS
1260,2025-11-13,1697.69,debit,Stock Purchase,INVESTMENT
1261,2025-09-17,3363.69,transfer,Movie Ticket,ENTERTAINMENT
1262,2025-03-23,1710.09,debit,Doctor Consultation,MEDICAL
1263,2025-11-13,3951.54,transfer,Flipkart Order,SHOPPING
1264,2023-11-25,1100.9,credit,Netflix Subscription,ENTERTAINMENT
1265,2025-06-15,3641.3,credit,UPI Transfer,TRANSFER
1266,2025-09-17,4864.05,debit,Internet Bill,BILLS
1267,2025-07-07,614.98,credit,Fuel Station,TRAVEL
1268,2024-02-08,1587.81,credit,Amazon Purchase,SHOPPING
1269,2025-05-16,604.2,credit,Movie Ticket,ENTERTAINMENT
1270,2025-01-05,2554.67,credit,Internet Bill,BILLS
1271,2024-09-13,4695.06,transfer,McDonalds,FOOD
1272,2025-05-11,1115.38,credit,Electricity Bill,BILLS
1273,2024-02-20,4587.08,debit,Myntra Clothing,SHOPPING
1274,2025-07-23,4777.38,debit,Stock Purchase,INVESTMENT
1275,2024-02-24,1530.93,credit,Gaming Purchase,ENTERTAINMENT
1276,2025-01-06,882.9,credit,UPI Transfer,TRANSFER
1277,2025-05-07,1972.6,transfer,Wallet Transfer,TRANSFER
1278,2025-11-06,2683.78,transfer,Water Bill,BILLS
1279,2024-01-19,3772.0,debit,Mobile Recharge,BILLS
1280,2024-05-16,3205.38,transfer,Flipkart Order,SHOPPING
1281,2025-02-25,2528.33,transfer,Fuel Station,TRAVEL
1282,2025-11-12,2385.94,debit,Movie Ticket,ENTERTAINMENT
1283,2024-09-06,4479.63,debit,Bonus Credit,SALARY
1284,2025-09-22,4258.14,debit,Wallet Transfer,TRANSFER
1285,2025-01-09,3838.36,transfer,Doctor Consultation,MEDICAL
1286,2025-10-17,1775.54,credit,Mutual Fund SIP,INVESTMENT
1287,2024-10-21,3501.21,transfer,Lifestyle Store,SHOPPING
1288,2024-02-29,982.73,transfer,Bank Transfer,TRANSFER
1289,2024-09-24,2810.46,transfer,Fuel Station,TRAVEL
1290,2025-05-30,4355.1,credit,Mutual Fund SIP,INVESTMENT
1291,2025-03-11,4932.47,debit,Doctor Consultation,MEDICAL
1292,2025-06-04,2468.99,debit,Water Bill,BILLS
1293,2024-10-19,4005.13,credit,Electricity Bill,BILLS
1294,2024-09-03,3477.19,credit,Doctor Consultation,MEDICAL
1295,2025-09-19,3751.25,transfer,Water Bill,BILLS
1296,2025-09-24,4998.76,credit,Doctor Consultation,MEDICAL
1297,2024-08-26,745.08,transfer,Bank Transfer,TRANSFER
1298,2025-02-23,3650.31,debit,Starbucks Coffee,FOOD
1299,2025-09-12,608.02,transfer,Wallet Transfer,TRANSFER
1300,2024-08-24,738.9,debit,Bonus Credit,SALARY
1301,2024-11-08,693.98,credit,Internet Bill,BILLS
1302,2024-08-24,4945.97,transfer,Movie Ticket,ENTERTAINMENT
1303,2025-09-06,4870.64,transfer,Monthly Salary Credit,SALARY
1304,2024-08-03,1193.72,transfer,Water Bill,BILLS
1305,2025-04-19,483.37,credit,Bonus Credit,SALARY
1306,2024-09-10,4499.83,debit,Bank Transfer,TRANSFER
1307,2025-08-17,3260.47,debit,Mobile Recharge,BILLS
1308,2025-07-03,4810.02,debit,Myntra Clothing,SHOPPING
1309,2024-11-09,1278.72,credit,Flipkart Order,SHOPPING
1310,2025-05-04,3213.52,debit,Restaurant Bill,FOOD
1311,2024-12-22,2058.13,credit,Bonus Credit,SALARY
1312,2025-07-31,584.26,credit,Doctor Consultation,MEDICAL
1313,2024-07-08,4888.77,transfer,Myntra Clothing,SHOPPING
1314,2025-04-23,4006.19,credit,Myntra Clothing,SHOPPING
1315,2025-03-31,1138.16,credit,UPI Transfer,TRANSFER
1316,2024-03-20,816.65,credit,Internet Bill,BILLS
1317,2024-11-21,3022.29,debit,Water Bill,BILLS
1318,2025-06-24,844.53,debit,Restaurant Bill,FOOD
1319,2024-02-24,2709.84,transfer,Internet Bill,BILLS
1320,2024-07-23,4711.51,credit,Bonus Credit,SALARY
1321,2025-07-04,3718.56,transfer,Amazon Purchase,SHOPPING
1322,2024-01-06,931.57,transfer,Restaurant Bill,FOOD
1323,2025-04-25,231.39,transfer,Monthly Salary Credit,SALARY
1324,2025-07-16,3326.53,credit,Monthly Salary Credit,SALARY
1325,2024-04-04,2825.97,transfer,McDonalds,FOOD
1326,2023-12-01,3125.17,transfer,Netflix Subscription,ENTERTAINMENT
1327,2025-02-22,460.31,debit,Doctor Consultation,MEDICAL
1328,2025-04-12,3562.87,debit,Train Ticket,TRAVEL
1329,2023-11-29,3784.4,debit,Monthly Salary Credit,SALARY
1330,2025-09-10,4236.45,transfer,Myntra Clothing,SHOPPING
1331,2025-10-03,3114.56,debit,McDonalds,FOOD
1332,2024-10-03,1189.0,transfer,UPI Transfer,TRANSFER
1333,2025-06-22,4203.91,credit,Bonus Credit,SALARY
1334,2024-07-01,1475.45,credit,Pharmacy Purchase,MEDICAL
1335,2025-05-17,4024.49,debit,Doctor Consultation,MEDICAL
1336,2025-06-23,2869.61,credit,Doctor Consultation,MEDICAL
1337,2024-06-26,2803.6,credit,Medical Test,MEDICAL
1338,2024-03-16,876.64,transfer,Myntra Clothing,SHOPPING
1339,2025-10-15,3156.02,credit,Uber Ride,TRAVEL
1340,2025-08-19,2143.12,transfer,Medical Test,MEDICAL
1341,2024-04-22,1174.95,debit,Crypto Buy,INVESTMENT
1342,2023-11-24,4737.1,transfer,Bonus Credit,SALARY
1343,2025-02-15,2896.26,credit,Uber Ride,TRAVEL
1344,2024-06-21,1228.08,transfer,Wallet Transfer,TRANSFER
1345,2025-03-08,3548.27,debit,Bank Transfer,TRANSFER
1346,2024-04-02,1880.98,debit,Bank Transfer,TRANSFER
1347,2025-08-20,2743.2,transfer,Flipkart Order,SHOPPING
1348,2025-11-07,1452.92,debit,Amazon Purchase,SHOPPING
1349,2025-04-10,3778.98,debit,Amazon Purchase,SHOPPING
1350,2024-02-26,1511.08,debit,Water Bill,BILLS
1351,2025-05-18,1852.01,debit,Bonus Credit,SALARY
1352,2025-09-02,1209.89,credit,Gaming Purchase,ENTERTAINMENT
1353,2025-03-24,480.37,debit,UPI Transfer,TRANSFER
1354,2024-08-16,1058.53,transfer,Bonus Credit,SALARY
1355,2025-07-10,320.27,credit,McDonalds,FOOD
1356,2024-07-17,1694.96,credit,McDonalds,FOOD
1357,2025-08-04,3748.61,transfer,Monthly Salary Credit,SALARY
1358,2024-02-10,1167.59,credit,Amazon Purchase,SHOPPING
1359,2024-01-24,367.93,debit,McDonalds,FOOD
1360,2024-11-01,3890.5,debit,Restaurant Bill,FOOD
1361,2025-02-18,1371.77,transfer,Pharmacy Purchase,MEDICAL
1362,2025-06-08,1180.94,credit,Monthly Salary Credit,SALARY
1363,2025-08-16,3935.04,credit,Internet Bill,BILLS
1364,2023-11-20,4430.78,credit,Medical Test,MEDICAL
1365,2025-08-03,1658.32,transfer,Internet Bill,BILLS
1366,2024-10-06,2015.26,transfer,Fuel Station,TRAVEL
1367,2023-11-28,2934.96,transfer,Medical Test,MEDICAL
1368,2024-03-10,2335.97,transfer,Netflix Subscription,ENTERTAINMENT
1369,2024-09-19,4211.57,credit,Bank Transfer,TRANSFER
1370,2025-03-09,3618.98,transfer,Netflix Subscription,ENTERTAINMENT
1371,2024-09-07,2047.12,transfer,Mutual Fund SIP,INVESTMENT
1372,2025-08-15,1594.43,transfer,Crypto Buy,INVESTMENT
1373,2024-02-14,3535.21,transfer,Fuel Station,TRAVEL
1374,2025-02-15,4595.06,credit,Amazon Purchase,SHOPPING
1375,2024-06-19,2878.07,credit,Myntra Clothing,SHOPPING
1376,2024-12-18,2870.87,credit,Doctor Consultation,MEDICAL
1377,2024-12-29,2250.28,credit,UPI Transfer,TRANSFER
1378,2025-03-18,4247.02,credit,UPI Transfer,TRANSFER
1379,2024-03-30,347.59,debit,UPI Transfer,TRANSFER
1380,2024-07-15,3306.5,transfer,Crypto Buy,INVESTMENT
1381,2025-08-17,2158.33,credit,Amazon Purchase,SHOPPING
1382,2023-11-29,592.32,transfer,Uber Ride,TRAVEL
1383,2025-02-21,2262.94,credit,Wallet Transfer,TRANSFER
1384,2025-03-08,537.74,transfer,Mutual Fund SIP,INVESTMENT
1385,2024-07-19,4968.86,credit,Doctor Consultation,MEDICAL
1386,2025-01-20,145.12,credit,Medical Test,MEDICAL
1387,2024-01-30,3595.61,debit,Bank Transfer,TRANSFER
1388,2024-05-11,4023.79,debit,Amazon Purchase,SHOPPING
1389,2024-11-05,2974.52,debit,Lifestyle Store,SHOPPING
1390,2025-03-03,3692.8,transfer,Bank Transfer,TRANSFER
1391,2025-09-05,4361.14,debit,Dominos Pizza,FOOD
1392,2024-04-04,3644.72,debit,Crypto Buy,INVESTMENT
1393,2025-04-07,3794.4,transfer,Crypto Buy,INVESTMENT
1394,2025-10-13,2597.75,debit,Internet Bill,BILLS
1395,2024-12-10,219.91,credit,Medical Test,MEDICAL
1396,2023-11-20,740.08,credit,UPI Transfer,TRANSFER
1397,2023-12-23,3902.94,credit,Stock Purchase,INVESTMENT
1398,2024-01-02,2899.86,debit,Movie Ticket,ENTERTAINMENT
1399,2025-10-03,2104.0,transfer,Electricity Bill,BILLS
1400,2023-12-28,4397.98,transfer,Starbucks Coffee,FOOD
1401,2024-01-01,4240.15,debit,Movie Ticket,ENTERTAINMENT
1402,2024-08-12,1404.94,transfer,Mutual Fund SIP,INVESTMENT
1403,2024-12-20,4541.26,debit,Mobile Recharge,BILLS
1404,2024-04-30,750.12,transfer,Pharmacy Purchase,MEDICAL
1405,2025-10-19,4525.56,credit,Bank Transfer,TRANSFER
1406,2024-12-07,1635.56,transfer,Mutual Fund SIP,INVESTMENT
1407,2024-12-09,2866.35,debit,Bonus Credit,SALARY
1408,2024-03-20,672.98,transfer,Myntra Clothing,SHOPPING
1409,2025-01-12,197.95,debit,Starbucks Coffee,FOOD
1410,2025-08-28,978.78,transfer,Wallet Transfer,TRANSFER
1411,2024-05-25,255.0,credit,Monthly Salary Credit,SALARY
1412,2024-02-20,4403.49,debit,Stock Purchase,INVESTMENT
1413,2024-11-12,495.09,debit,Gaming Purchase,ENTERTAINMENT
1414,2024-10-17,1799.16,credit,Netflix Subscription,ENTERTAINMENT
1415,2024-01-04,3392.42,transfer,Crypto Buy,INVESTMENT
1416,2024-05-11,1031.46,credit,Flipkart Order,SHOPPING
1417,2025-03-20,2139.85,debit,Restaurant Bill,FOOD
1418,2025-10-12,333.92,debit,Bank Transfer,TRANSFER
1419,2024-12-20,3160.68,transfer,Gaming Purchase,ENTERTAINMENT
1420,2024-09-25,3890.58,transfer,Water Bill,BILLS
1421,2025-03-25,4474.61,debit,Doctor Consultation,MEDICAL
1422,2025-08-21,2871.25,debit,Bonus Credit,SALARY
1423,2025-05-11,1403.94,transfer,Water Bill,BILLS
1424,2025-07-03,3659.07,transfer,Flipkart Order,SHOPPING
1425,2025-07-06,1652.3,transfer,Doctor Consultation,MEDICAL
1426,2025-01-12,2320.07,credit,Restaurant Bill,FOOD
1427,2024-09-30,2257.52,transfer,Bonus Credit,SALARY
1428,2023-11-15,4118.33,credit,Stock Purchase,INVESTMENT
1429,2024-11-21,3932.94,transfer,Starbucks Coffee,FOOD
1430,2024-06-11,160.55,credit,Mobile Recharge,BILLS
1431,2024-08-04,4403.23,debit,Myntra Clothing,SHOPPING
1432,2024-09-06,2086.12,transfer,Monthly Salary Credit,SALARY
1433,2024-12-30,2841.13,debit,Monthly Salary Credit,SALARY
1434,2025-04-16,1255.04,debit,Dominos Pizza,FOOD
1435,2023-11-29,3634.53,debit,Medical Test,MEDICAL
1436,2024-09-18,1029.6,debit,Restaurant Bill,FOOD
1437,2025-10-30,1444.62,debit,Netflix Subscription,ENTERTAINMENT
1438,2024-09-05,3829.08,credit,Gaming Purchase,ENTERTAINMENT
1439,2025-01-28,1537.06,credit,Movie Ticket,ENTERTAINMENT
1440,2025-07-03,1940.08,transfer,Flight Booking,TRAVEL
1441,2024-06-10,4600.55,debit,McDonalds,FOOD
1442,2024-03-07,2004.15,transfer,Flight Booking,TRAVEL
1443,2025-01-10,902.19,debit,Stock Purchase,INVESTMENT
1444,2025-01-07,1547.02,credit,Amazon Purchase,SHOPPING
1445,2024-02-11,2952.79,credit,Netflix Subscription,ENTERTAINMENT
1446,2024-02-27,1889.16,debit,Monthly Salary Credit,SALARY
1447,2025-03-06,2879.51,debit,Gaming Purchase,ENTERTAINMENT
1448,2025-10-12,4763.06,debit,UPI Transfer,TRANSFER
1449,2024-04-08,3458.2,debit,Flipkart Order,SHOPPING
1450,2025-05-20,3241.74,credit,Mutual Fund SIP,INVESTMENT
1451,2023-12-19,3209.62,debit,Lifestyle Store,SHOPPING
1452,2024-10-04,3470.15,credit,Movie Ticket,ENTERTAINMENT
1453,2024-03-30,4233.2,credit,Movie Ticket,ENTERTAINMENT
1454,2024-04-08,4852.39,transfer,Bonus Credit,SALARY
1455,2024-08-27,525.98,debit,Bonus Credit,SALARY
1456,2024-04-28,3651.93,credit,Uber Ride,TRAVEL
1457,2024-11-07,1383.37,debit,Fuel Station,TRAVEL
1458,2025-01-28,1958.37,debit,Movie Ticket,ENTERTAINMENT
1459,2025-09-24,206.64,debit,Mutual Fund SIP,INVESTMENT
1460,2024-07-22,1301.98,transfer,Lifestyle Store,SHOPPING
1461,2025-03-21,2322.15,transfer,Wallet Transfer,TRANSFER
1462,2023-12-18,4662.3,transfer,Monthly Salary Credit,SALARY
1463,2024-04-01,4027.06,debit,Uber Ride,TRAVEL
1464,2025-01-18,95.59,transfer,Movie Ticket,ENTERTAINMENT
1465,2024-11-11,2275.47,transfer,Pharmacy Purchase,MEDICAL
1466,2024-09-19,3624.68,credit,Stock Purchase,INVESTMENT
1467,2025-10-04,1239.47,credit,Train Ticket,TRAVEL
1468,2025-05-05,837.82,credit,Flight Booking,TRAVEL
1469,2025-02-10,2521.76,credit,Lifestyle Store,SHOPPING
1470,2024-03-15,1877.23,debit,UPI Transfer,TRANSFER
1471,2025-06-29,1947.82,transfer,Wallet Transfer,TRANSFER
1472,2024-02-06,2214.17,transfer,Bonus Credit,SALARY
1473,2025-07-26,3500.09,credit,Mobile Recharge,BILLS
1474,2024-08-09,2343.23,transfer,McDonalds,FOOD
1475,2024-12-21,3583.26,credit,Flipkart Order,SHOPPING
1476,2024-06-30,511.96,debit,Bank Transfer,TRANSFER
